protocol,fold,partition,partition_order,record_id,tweet_id,categoria,label
lodo,política,train,1,fnxptbr-0546,1619606274030686209,saúde,true
lodo,política,train,2,fnxptbr-0085,1310299640458285057,outros,fake
lodo,política,train,3,fnxptbr-0122,1357901989863174144,saúde,fake
lodo,política,train,4,fnxptbr-0438,1341845641157349377,saúde,true
lodo,política,train,5,fnxptbr-0384,1264211500912250881,saúde,true
lodo,política,train,6,fnxptbr-0134,1398011246587351048,saúde,fake
lodo,política,train,7,fnxptbr-0155,1470818820109619206,saúde,fake
lodo,política,train,8,fnxptbr-0534,1610376955425079297,outros,true
lodo,política,train,9,fnxptbr-0611,1758106647279399238,saúde,true
lodo,política,train,10,fnxptbr-0416,1320807192216391687,ambiente,true
lodo,política,train,11,fnxptbr-0082,1426258912022519809,economia,fake
lodo,política,train,12,fnxptbr-0105,1319001340455145473,saúde,fake
lodo,política,train,13,fnxptbr-0158,1546542926859276291,saúde,fake
lodo,política,train,14,fnxptbr-0407,1294066405114085377,saúde,true
lodo,política,train,15,fnxptbr-0562,1653856956271185920,saúde,true
lodo,política,train,16,fnxptbr-0383,1259835241742598148,saúde,true
lodo,política,train,17,fnxptbr-0408,1288455338010845184,saúde,true
lodo,política,train,18,fnxptbr-0453,1364251211294265345,saúde,true
lodo,política,train,19,fnxptbr-0049,1377729454059978759,saúde,fake
lodo,política,train,20,fnxptbr-0541,1604823412354027522,outros,true
lodo,política,train,21,fnxptbr-0622,1782948440541925855,outros,true
lodo,política,train,22,fnxptbr-0310,1780217886956507163,outros,fake
lodo,política,train,23,fnxptbr-0397,1286652248555171840,saúde,true
lodo,política,train,24,fnxptbr-0113,1347693184000909315,saúde,fake
lodo,política,train,25,fnxptbr-0078,1296596698240712704,saúde,fake
lodo,política,train,26,fnxptbr-0263,1708983146048368650,saúde,fake
lodo,política,train,27,fnxptbr-0072,1292239076414959618,saúde,fake
lodo,política,train,28,fnxptbr-0074,1294759463228977157,saúde,fake
lodo,política,train,29,fnxptbr-0119,1357324759852285954,outros,fake
lodo,política,train,30,fnxptbr-0057,1249417025539248129,saúde,fake
lodo,política,train,31,fnxptbr-0554,1634647920749211652,outros,true
lodo,política,train,32,fnxptbr-0316,1724863511551979794,economia,fake
lodo,política,train,33,fnxptbr-0232,1641739965980631042,saúde,fake
lodo,política,train,34,fnxptbr-0359,1182780441289465858,ambiente,true
lodo,política,train,35,fnxptbr-0176,1528378180360359936,outros,fake
lodo,política,train,36,fnxptbr-0616,1778572855992631495,outros,true
lodo,política,train,37,fnxptbr-0224,1628781692784877570,outros,fake
lodo,política,train,38,fnxptbr-0620,1781426407513501995,saúde,true
lodo,política,train,39,fnxptbr-0175,1524352958523219968,outros,fake
lodo,política,train,40,fnxptbr-0470,1425275793744203777,saúde,true
lodo,política,train,41,fnxptbr-0026,1004862842502307841,outros,fake
lodo,política,train,42,fnxptbr-0097,1319737939568492548,saúde,fake
lodo,política,train,43,fnxptbr-0290,1736121334260769277,saúde,fake
lodo,política,train,44,fnxptbr-0136,1407631765645279235,saúde,fake
lodo,política,train,45,fnxptbr-0277,1747552295582159017,saúde,fake
lodo,política,train,46,fnxptbr-0043,1237929556427837440,saúde,fake
lodo,política,train,47,fnxptbr-0054,1252670239940190209,saúde,fake
lodo,política,train,48,fnxptbr-0480,1456394931531038722,saúde,true
lodo,política,train,49,fnxptbr-0494,1494114648026542080,saúde,true
lodo,política,train,50,fnxptbr-0088,1309084033721208836,saúde,fake
lodo,política,train,51,fnxptbr-0485,1463175513514692618,saúde,true
lodo,política,train,52,fnxptbr-0117,1351140744178884609,saúde,fake
lodo,política,train,53,fnxptbr-0120,1332119227688316928,saúde,fake
lodo,política,train,54,fnxptbr-0625,1788689680805896368,saúde,true
lodo,política,train,55,fnxptbr-0081,1306603857317855232,saúde,fake
lodo,política,train,56,fnxptbr-0607,1752821881097343466,saúde,true
lodo,política,train,57,fnxptbr-0621,1777755005304320465,saúde,true
lodo,política,train,58,fnxptbr-0373,1249393045440782338,saúde,true
lodo,política,train,59,fnxptbr-0388,1274766785078796288,saúde,true
lodo,política,train,60,fnxptbr-0159,1396896956497211398,saúde,fake
lodo,política,train,61,fnxptbr-0445,1351989516702257153,saúde,true
lodo,política,train,62,fnxptbr-0168,1511642970327502854,outros,fake
lodo,política,train,63,fnxptbr-0291,1484692291843506177,saúde,fake
lodo,política,train,64,fnxptbr-0164,1464117811056422941,saúde,fake
lodo,política,train,65,fnxptbr-0295,1779546201911697729,saúde,fake
lodo,política,train,66,fnxptbr-0314,1724863514659922379,economia,fake
lodo,política,train,67,fnxptbr-0298,1786895129585828029,saúde,fake
lodo,política,train,68,fnxptbr-0404,1291175211274993670,saúde,true
lodo,política,train,69,fnxptbr-0070,1287691285176946688,saúde,fake
lodo,política,train,70,fnxptbr-0204,1599822687790305280,outros,fake
lodo,política,train,71,fnxptbr-0572,1689435047391014913,ambiente,true
lodo,política,train,72,fnxptbr-0537,1599020048953507840,saúde,true
lodo,política,train,73,fnxptbr-0264,1707835132218925116,saúde,fake
lodo,política,train,74,fnxptbr-0033,1182570412577824768,outros,fake
lodo,política,train,75,fnxptbr-0614,1774543851765526866,ambiente,true
lodo,política,train,76,fnxptbr-0058,1261416145845796864,saúde,fake
lodo,política,train,77,fnxptbr-0115,1340863040904978433,saúde,fake
lodo,política,train,78,fnxptbr-0549,1618385488510947328,saúde,true
lodo,política,train,79,fnxptbr-0402,1285209641471938560,saúde,true
lodo,política,train,80,fnxptbr-0170,1512723901410861057,outros,fake
lodo,política,train,81,fnxptbr-0086,1309870492174745601,ambiente,fake
lodo,política,train,82,fnxptbr-0377,1249779193468145666,saúde,true
lodo,política,train,83,fnxptbr-0055,1449248180365893637,saúde,fake
lodo,política,train,84,fnxptbr-0421,1313997096501096448,outros,true
lodo,política,train,85,fnxptbr-0110,1607348429667155968,saúde,fake
lodo,política,train,86,fnxptbr-0446,1347528903150231552,saúde,true
lodo,política,train,87,fnxptbr-0428,1329787017484509185,saúde,true
lodo,política,train,88,fnxptbr-0243,1681122538447941632,saúde,fake
lodo,política,train,89,fnxptbr-0317,1724162209255719129,economia,fake
lodo,política,train,90,fnxptbr-0484,1479166195471470597,saúde,true
lodo,política,train,91,fnxptbr-0550,1630020777759080448,saúde,true
lodo,política,train,92,fnxptbr-0593,1720564338287620204,saúde,true
lodo,política,train,93,fnxptbr-0056,1258520500700983296,saúde,fake
lodo,política,train,94,fnxptbr-0219,1622266783158738946,saúde,fake
lodo,política,train,95,fnxptbr-0370,1204747319679299585,ambiente,true
lodo,política,train,96,fnxptbr-0598,1719104783980654766,celebridades,true
lodo,política,train,97,fnxptbr-0656,1819394650685268327,outros,true
lodo,política,train,98,fnxptbr-0114,1339261187511422983,saúde,fake
lodo,política,train,99,fnxptbr-0399,1290008218236628992,outros,true
lodo,política,train,100,fnxptbr-0571,1670466598702809089,saúde,true
lodo,política,train,101,fnxptbr-0207,1601747309565386752,saúde,fake
lodo,política,train,102,fnxptbr-0574,1695189088066781387,celebridades,true
lodo,política,train,103,fnxptbr-0443,1349030954061492236,saúde,true
lodo,política,train,104,fnxptbr-0111,1449278795463204866,saúde,fake
lodo,política,train,105,fnxptbr-0090,1465457240941502464,saúde,fake
lodo,política,train,106,fnxptbr-0303,1788242332875210775,ambiente,fake
lodo,política,train,107,fnxptbr-0116,1344971981238710272,saúde,fake
lodo,política,train,108,fnxptbr-0141,1468013432997879812,saúde,fake
lodo,política,train,109,fnxptbr-0382,1261426918877888512,saúde,true
lodo,política,train,110,fnxptbr-0642,1803433810861985967,saúde,true
lodo,política,train,111,fnxptbr-0133,1400622078169075715,saúde,fake
lodo,política,train,112,fnxptbr-0037,1204438388755042304,ambiente,fake
lodo,política,train,113,fnxptbr-0449,1368639549853827074,outros,true
lodo,política,train,114,fnxptbr-0112,1326521227494748160,saúde,fake
lodo,política,train,115,fnxptbr-0108,1441425858518913030,saúde,fake
lodo,política,train,116,fnxptbr-0585,1695148997478883646,saúde,true
lodo,política,train,117,fnxptbr-0050,1249525607689531392,saúde,fake
lodo,política,train,118,fnxptbr-0238,1657865778094391298,saúde,fake
lodo,política,train,119,fnxptbr-0410,1314321066412703745,saúde,true
lodo,política,train,120,fnxptbr-0440,1342512685238333440,saúde,true
lodo,política,train,121,fnxptbr-0047,1245079417933742081,saúde,fake
lodo,política,train,122,fnxptbr-0653,1824871439553421411,outros,true
lodo,política,train,123,fnxptbr-0150,1316545168569511936,saúde,fake
lodo,política,train,124,fnxptbr-0220,1618675201524236288,saúde,fake
lodo,política,train,125,fnxptbr-0135,1404605621203312642,saúde,fake
lodo,política,train,126,fnxptbr-0123,1367305569011458051,saúde,fake
lodo,política,train,127,fnxptbr-0505,1529492190094934017,outros,true
lodo,política,train,128,fnxptbr-0244,1685837734735126528,celebridades,fake
lodo,política,train,129,fnxptbr-0465,1374527625973010435,saúde,true
lodo,política,train,130,fnxptbr-0386,1247610382694391814,saúde,true
lodo,política,train,131,fnxptbr-0380,1250774205785944066,saúde,true
lodo,política,train,132,fnxptbr-0435,1318907090652585989,saúde,true
lodo,política,train,133,fnxptbr-0365,1186981361955037184,ambiente,true
lodo,política,train,134,fnxptbr-0466,1399037635302199299,saúde,true
lodo,política,train,135,fnxptbr-0216,1617213431647535105,saúde,fake
lodo,política,train,136,fnxptbr-0644,1815409000378204440,economia,true
lodo,política,train,137,fnxptbr-0441,1335918281534869504,saúde,true
lodo,política,train,138,fnxptbr-0242,1676615829478055936,ambiente,fake
lodo,política,train,139,fnxptbr-0573,1692546861251354708,saúde,true
lodo,política,train,140,fnxptbr-0633,1802850056136995248,ambiente,true
lodo,política,train,141,fnxptbr-0258,1702077615131983942,ambiente,fake
lodo,política,train,142,fnxptbr-0401,1283434095305986048,celebridades,true
lodo,política,train,143,fnxptbr-0568,1662053307727093762,saúde,true
lodo,política,train,144,fnxptbr-0463,1399874645663391749,saúde,true
lodo,política,train,145,fnxptbr-0286,1765495577096163484,outros,fake
lodo,política,train,146,fnxptbr-0077,1269730973547212803,saúde,fake
lodo,política,train,147,fnxptbr-0646,1813991601016115384,economia,true
lodo,política,train,148,fnxptbr-0040,1200047440436617221,ambiente,fake
lodo,política,train,149,fnxptbr-0418,1300853024886325248,saúde,true
lodo,política,train,150,fnxptbr-0048,1247256039088697344,saúde,fake
lodo,política,train,151,fnxptbr-0442,1347318783728300037,saúde,true
lodo,política,train,152,fnxptbr-0052,1252995394939781120,saúde,fake
lodo,política,train,153,fnxptbr-0387,1255182220412817412,saúde,true
lodo,política,train,154,fnxptbr-0363,1181675923617275906,outros,true
lodo,política,train,155,fnxptbr-0405,1305989671672066059,saúde,true
lodo,política,train,156,fnxptbr-0080,1339408650062999552,saúde,fake
lodo,política,train,157,fnxptbr-0556,1631763449582583811,saúde,true
lodo,política,train,158,fnxptbr-0098,1319738213880287232,saúde,fake
lodo,política,train,159,fnxptbr-0464,1403351302202081298,saúde,true
lodo,política,train,160,fnxptbr-0226,1631973097250095104,saúde,fake
lodo,política,train,161,fnxptbr-0500,1524290162498445315,outros,true
lodo,política,train,162,fnxptbr-0450,1370168411020484608,saúde,true
lodo,política,train,163,fnxptbr-0281,1748977332331909417,saúde,fake
lodo,política,train,164,fnxptbr-0035,1189373762283683840,ambiente,fake
lodo,política,train,165,fnxptbr-0600,1732102674135347434,ambiente,true
lodo,política,train,166,fnxptbr-0488,1492203103390777347,saúde,true
lodo,política,train,167,fnxptbr-0076,1295143440980873223,saúde,fake
lodo,política,train,168,fnxptbr-0629,1792345564476330134,outros,true
lodo,política,train,169,fnxptbr-0447,1350121216636542976,saúde,true
lodo,política,train,170,fnxptbr-0448,1358528533354733568,saúde,true
lodo,política,train,171,fnxptbr-0091,1260598876685438976,outros,fake
lodo,política,train,172,fnxptbr-0498,1522253549228503040,outros,true
lodo,política,train,173,fnxptbr-0411,1301625714467364865,saúde,true
lodo,política,train,174,fnxptbr-0378,1245455510842871809,saúde,true
lodo,política,train,175,fnxptbr-0034,1472056086479970317,outros,fake
lodo,política,train,176,fnxptbr-0029,1171725657488973825,ambiente,fake
lodo,política,train,177,fnxptbr-0268,1717940800665891173,celebridades,fake
lodo,política,train,178,fnxptbr-0385,1261313241520779264,saúde,true
lodo,política,train,179,fnxptbr-0489,1479477528180015111,saúde,true
lodo,política,train,180,fnxptbr-0647,1806353224175149105,economia,true
lodo,política,train,181,fnxptbr-0588,1699612597442539670,ambiente,true
lodo,política,train,182,fnxptbr-0594,1706703267814686779,saúde,true
lodo,política,train,183,fnxptbr-0641,1804623275613462708,outros,true
lodo,política,train,184,fnxptbr-0284,1751744250390147278,ambiente,fake
lodo,política,train,185,fnxptbr-0075,1293195383934525440,saúde,fake
lodo,política,train,186,fnxptbr-0100,1317302038280228865,celebridades,fake
lodo,política,train,187,fnxptbr-0427,1329779387818942476,saúde,true
lodo,política,train,188,fnxptbr-0452,1358864739967901699,saúde,true
lodo,política,train,189,fnxptbr-0360,1181146933877968896,outros,true
lodo,política,train,190,fnxptbr-0356,1145145575714611200,outros,true
lodo,política,train,191,fnxptbr-0311,1782846387245215952,outros,fake
lodo,política,validation,1,fnxptbr-0430,1332658885925212163,celebridades,true
lodo,política,validation,2,fnxptbr-0628,1778605002124132590,saúde,true
lodo,política,validation,3,fnxptbr-0255,1693581217663275013,saúde,fake
lodo,política,validation,4,fnxptbr-0071,1287767047863242752,celebridades,fake
lodo,política,validation,5,fnxptbr-0640,1804490241497071791,outros,true
lodo,política,validation,6,fnxptbr-0140,1420693001521803270,saúde,fake
lodo,política,validation,7,fnxptbr-0364,1181614171219222529,outros,true
lodo,política,validation,8,fnxptbr-0379,1241452460599894020,saúde,true
lodo,política,validation,9,fnxptbr-0249,1687462177119072256,ambiente,fake
lodo,política,validation,10,fnxptbr-0506,1529851005520814080,outros,true
lodo,política,validation,11,fnxptbr-0530,1595210835739156481,saúde,true
lodo,política,validation,12,fnxptbr-0241,1737493376608411751,saúde,fake
lodo,política,validation,13,fnxptbr-0444,1350119011120459776,saúde,true
lodo,política,validation,14,fnxptbr-0211,1603148931055161345,outros,fake
